id,title,author,cities
13911,"Ten Thousand a-Year (Vol. 2)","Samuel Warren",2576
13912,"The Awakening of the Desert","Julius C. Birge","22888,22888,22888,22674,22808,22808,22808,22808,22674,22808,22888,22776,197,1601,22888,22888,22888,22888,22888,22888,22808,22888,22888,239,22888,22888,21190,22888,2943,22888,22720,2943,22888,22720,20357,22888,22888,22888"
13913,"The Memoirs of an American Citizen","Robert Herrick","20347,20347,20347,20357,20357,20357,20357"
13914,"Mount Royal, Volume 1 of 3","Mary Elizabeth Braddon","7952,505,2576"
13915,"Mount Royal, Volume 2 of 3","Mary Elizabeth Braddon",239
13916,"Mount Royal, Volume 3 of 3","Mary Elizabeth Braddon",2576
13917,"Encyclopaedia Britannica, 11th Edition, Volume 15, Slice 1",Various,"7835,21921,23568,11893,7969,12237,11770,11739,22754,18445,15879,18445,18445,18445,144,15135,12195,474,2870,21650,474,474,142,474,474,474,20000,20489,21936,20430,21936,20430,20430,20000,20000,20000,20000,20000"
13918,"Wisconsin in Story and Song;",Various,"22177,21732,22455,22396,22159,21921,22177,22200,22171,22171,8334,21643,21643,21643,21643,21643,21643,21519,21643,21643,22177,22200,22200,22200,21643,22200,22197,22177,22177,22197,22177,21643,22197,21921,22200,22166,22177"
13919,"Windsor Castle","Edward Thomas",505
13920,"Boys and Girls of Colonial Days","Carolyn Sherwin Bailey",20321
13921,"Historic Towns of the Western States",Various,"20430,19989,21192,20357,1601,239,20357,239,22455,22455,22720,22888,20430,239,20475,20430,20430,20475,23459,23459,22171,22171,20357,23459,239,22171,22171,22171,20430,22171,21192,21192,21192,20214,20430,20430,20430,20430,20357,20357,20357,14578,20357,22720,20357,20357,20357,22720,20357,20357,20357,20430,20357,20357,20357,20357,22720,20357,20357,20357,21190,20357,20430,20357,21190,21190,20430,20430,20430,20357,21324,22720,1601,239,21672,20357,239,20357,22720,22720,5727,20357,22888,22720,5727,22720,22720,22720,22720,22720,5727,1601,236,22720,22720,22720,1601,4037,236,1169,22720,4037,22888,22720,22720,22888,22720,22746,22720,22888,239,22888,22888,22977,22841,22977,239,20078,239,239,239,20078,239,239,22841,21192,20078,239,239,197,197,197,239,239,22841,19983,239,239,197,22841,20078,21192,22841,239,239,239,239,239,239,239,21192,239,239,239,239,239,239,239,21192,21196,21192,21192,239,4045,6464,20078,4045,239,21190,1169,21192,2868,239,239,239,239,21192,20078,22455,5727,20430,22455,21196,22455,2"
13922,"Stories from the Faerie Queen","Edmund Spenser","22760,22760"
13923,"Practical Exercises in Elementary Meteorology","Robert DeCourcy Ward","2876,19989,20430,19989,0,2870,4045,22746,22455,239,20430,22720,20430,22746,22746,20097,22746,4045,20357,20357,20357,20357,20357,20357,22888,20430,21921,21921,22888"
13924,"Miss Ravenel's conversion from secession to loyalty","J. W. de Forest","20430,20430,20430,20430,20430,20430,20410,20410,20410,20410,20430,20430,20430,20430,20410,20430,20430,20410,474,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,21651,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,22529,20430,20430,20430,22529,20430,20430,20430,20410,20430,21853,21853,20430,20430,20430,20430,20430"
13925,"The Golden Bough (Vol. 2 of 2)","James George Frazer","22108,15565,21147,21147,474,21147,474,20799,6994,21147,21147"
13926,"Diary of Samuel Pepys, September/October 1662","Samuel Pepys",2597
13927,"The Elementary Forms of the Religious Life","Emile Durkheim","441,441,391,441,441"
13928,"The Colonial Cavalier","Maud Wilder Goodwin","20321,20321,21458,20634,2491"
13929,"Love Letters of Nathaniel Hawthorne, Volume 2 of 2","Nathaniel Hawthorne","21477,20321"
13930,"Stained Glass of the Middle Ages in England and France","Hugh Arnold","6965,6965,6965,6965,6965,6965,6965,6965,6965,2515,7683"
13931,"Secret History of the English Occupation of Egypt","Wilfrid Scawen Blunt","23613,5852,5852,5852,5852,5852,5852,23613,23613,5852"
13932,"Mohawks, Volume 1 of 3","Mary Elizabeth Braddon","2576,2576,2576,2576"
13933,"Mohawks, Volume 2 of 3","Mary Elizabeth Braddon","19983,2576"
13934,Coleridge,"Samuel Levy Bensusan",65
13935,"Diary of Samuel Pepys, 1662","Samuel Pepys",2597
13936,"The History of Burke and Hare","George Mac Gregor",505
13937,"Lippincott's Magazine, Vol. 20, No. 33, November 1877",Various,"20430,21192,20078"
13938,"The Modern American Pistol and Revolver","A. C. Gould","21921,21921,21921"
13939,Constantinople,"William Holden Hutton","20078,20078,20078,20078,20078,20078,20078,20078,20078,20078,20078,20078,20078,20078,20078,20078"
13940,"History of the Early Settlement of the Juniata Valley","U. J. (Uriah James) Jones","65,22742,22742,22742,2490,22942"
13941,"The Confessions of a Collector","William Carew Hazlitt","7835,2576,19983,2576"
13942,"Michigan Trees","Charles Herbert Otis","21566,21114,21538,20534,20534,21519,21114,20534"
13943,"Elementary Zoology, Second Edition","Vernon L. Kellogg","239,239,22720,1601,15664,15664,21921"
13944,"The Boys of 1812 and Other Naval Heroes","James Russell Soley","21359,21150,21150,18527,18527,18527,18527,18527,21150,169,18527,197,239,21969,4045,142,4045,22455,22455,15646,142,22455,22455,142,142,22455,22455,4045,4045,22455,142,4045,5727,21150,1405,1405,1405,1601,1405,236,1405,1405,1405"
13945,"Uncle Walt [Walt Mason]","Walt Mason","21324,19983,19983,20756"
13946,"Generals of the British Army","Francis Dodd",23613
13947,"Admirals of the British Navy","Francis Dodd",15005
13948,"Diary of Samuel Pepys, March/April 1662/63","Samuel Pepys",21572
13949,"Miss Eden's Letters","Emily Eden","8334,2514"
13950,"Harper's New Monthly Magazine, Vol. II, No. X., March 1851",Various,"19983,19983,239,22108,20430,22746,239,18527,21921,18527"
13951,"At The Relton Arms","Evelyn Sharp","2576,2576,2576,2576,2576,2576"
13952,"Mostly Mary","Mary Edward Feehan",2870
13953,Shelley,"John Addington Symonds",11898
13954,"Affinities and Other Stories","Mary Roberts Rinehard","20045,20045,20045"
13955,"Harper's New Monthly Magazine, Vol. III, No. XVII, October 1851",Various,"144,239,142,142,20430,20430,20430,20000,2018,2514,20430,22746,2870,22746,2438,2514,2514,20430,1405,20430,1405"
13956,"The Girl From the Marsh Croft","Selma Lagerloef","7992,20078,2538"
13957,"America, Volume I (of 6)","Joel Cook","21071,21213,20000,20000,20000,21606,21213,20321,20564,20321,21049,20321,20321,20321,20321,20321,21071,2523,21071,21614,22376,21048,21048,22376,20225,21732,21732,20681,21732,21732,20681,20681,21921,20681,21694,21740,21740,21757,20797,21969,23080,20645,20645,20645,21614,20321,20342"
13958,"Notes and Queries, Vol. V, Number 132, May 8, 1852",Various,"8334,2538,2538"
13959,"In the Days of Washington","William Murray Graydon","21993,21740,21740,21993"
13960,"Barbara Lynn","Emily J. Jenkinson",65
13961,"Under the Star-Spangled Banner","F. S. Brereton","20097,20097,236,20097,236,152,20097,239,20097,20097,236,236,236,236,152,236,152,236"
13962,"Annals of a Fortress","E. Viollet-le-Duc",6955
13963,"Robert Kimberly","Frank H. Spearman","239,239,239,1571,1571,1571,20430,4079"
13964,"The Launch Boys' Cruise in the Deerfoot","Edward S. Ellis","20649,20649"
13965,"British Secret Service During the Great War","Nicholas Everitt","19983,2576,23613,2516"
13966,"The Sportswoman's Library, Vol. 1 of 2",Various,"20071,20071,20175,20071,20071,20071,20175,20071,20175,7680,7680,20071,7680,20175"
13967,"Warriors of Old Japan and Other Stories","Yei Theodora Ozaki","20525,20525,20525"
13968,"Poppea of the Post-Office","Mabel Osgood Wright","21071,20877,21969,22975"
13969,"The Audiencia in the Spanish Colonies","Charles Henry Cunningham","152,22720,4079,4079,4079,152,22720,22720,4079,169,239,152,4079,4079,4079,169,4079,4079,22720,169,14578,15516,1405,15636,15652,152,22565,144,15636,22720,22720,22720,22720,4084,15636,15664,15664,15636,15664,15636,15636,236,15636,236,15664,1169,1169,239,239,20430,239,5972,2870,4079,1169,152,1169,4079,4079,2867,14578,236,15636,22720,236,15636,15664,15636,15636,15666,4079,15516,236,22565"
13970,"The Dogs of Boytown","Walter A. Dyer","22159,21149,21192,22687,22687,20430"
13971,Curly,"Roger  Pocock","239,236,2474,2474,239"
13972,"Diary of Samuel Pepys, 1663","Samuel Pepys",21572
13973,"The Spell of the Hawaiian Islands and the Philippines","Isabel Anderson","239,2514,21458,21149,239,239,4037,239,236,1169,15656,15656,4037,1169,22456,5459,22456"
13974,"The Mysterious Mr. Miller","William Le Queux","11893,7550,7547"
13975,"The Lost Million","William Le Queux","2576,2576,2576,7521,7518,7518,18258,7521,7521,7521,7521,7521,7521"
13976,"The Lady in the Car","William Le Queux","2514,2514,2514,2514,2514,2514,2514,11893,11893,11893,11893,11893,11893,11893,11893,11893,11893,2514,2514,2576,2576,2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,2514,239,2514"
13977,"Guilty Bonds","William Le Queux",2523
13978,"The German Spy System from Within","William Le Queux",2576
13979,"The Gay Triangle","William Le Queux",2576
13980,"The King of Alsander","James Elroy Flecker",15135
13981,"The Bond of Black","William Le Queux",2576
13982,"Behind the Throne","William Le Queux","2576,21572,2576"
13983,"Industrial Cuba","Robert P. Porter","239,239,239,152,152,152,152,239,20097,1601,20097,20097,20430,4084,4084,4084,4084,4084,4084,4084,8334,4084,4084,4084,4084,4084,4084,4084,236,234,4089,4084,2870,2867,236,236,5972,4084,15664,8283,236,4084,1169,4084,1574,2870,4045,1571,15516,15664,2870,4084,3930,1574,4084,4084,2870,15652,4037,1169,22720,236,14489,4089,4089,4045,2870,4084,4084,4084,4084,4084,21921,239,15664,1169,1169,4084,4089,236,4084,20097,4084,152,4079,4084,14452,239,21921,14489,4079,4084,4084,4084,234,4079,4084,4084,234,23102,1160,2870,1571,4079,4089,4084,4084,1405,1405,20097,1405,14249,20430,2382,239,1405,1405,1405,20430,1169,4084,4084,15664,15664,236,236,236,234,4037,15652,15516,4084,1169,1169,22720,1574,1571,4079,8283,3930,2870,4108,2870,2870,2870,2870,4089,4089,4045,4045,2867"
13984,"Notes and Queries, Vol. V, Number 133, May 15, 1852",Various,20891
13985,"The Everlasting Mercy","John Masefield",239
13986,"The Widow in the Bye Street","John Masefield",2538
13987,"History of the Reformation in the Sixteenth Century, Vol 2","J. H. Merle  D'Aubigne",2516
13988,"Encyclopaedia Britannica, 11th Edition, Volume 16, Slice 6",Various,"5852,20976,6987,14264,4089,3854,4079,2868,15135,1169,15135,3854,15664,236,21921,20430,21149,20430,21552,21324,22975,15135,21336,15135,20430,21149,21149,20430,2516"
13989,"The Dixie Book of Days","Matthew Page Andrews","20430,20806,3857,22516,20430,20430,22455,2538,20430,3857,20430"
13990,"Old Times in Dixie Land","Caroline E. Merrick","20430,20430,20430,20430,20430,20430,20129,20430,20129,20129,20129,20129,20430,20556,20129,20430,20430,22529,20430,20806,20430,20129,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20422,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430"
13991,"Notes and Queries, Vol. V, Number 134, May 22, 1852",Various,7969
13992,"Humphrey Duke of Gloucester","K.H. Vickers","22760,6965,2515,2515,20891"
13993,Memory,"William Walker Atkinson",21921
13994,"Current History, Vol. VIII, No. 3, June 1918",Various,"21740,2515,21921,21852,239,23613,191,15135,15135,15135,15135,15135,15135,15135,15135,15135"
13995,"Astounding Stories of Super-Science January 1930","Victor Rousseau","20381,20381,21921,21921,21921,21921,21921,21921,21921,239"
13996,"The Yazoo Mystery","Irving Craddock","20430,20097,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20357,20430,20430,20430,20430,20430,20357,20357,20430,20430,20357,20357,20430,20357,20430,20430,20430,1405,20430,20430,20357,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20357,20357,20357,20430,20357,20357"
13997,"History of the Reformation in the Sixteenth Century, Volume V","J. H. Merle d'Aubign�","2538,2538,21651,420,21651,2538,21651,20891,20891,20891,21651,7341,7341"
13998,"Makers and Romance of Alabama History","B. F. Riley","20000,20000,20430,239,20000,2870,2870,2514,236,236,1405,20792,22376,20097,239,1405,20430,20430,20430,20430,20430"
13999,"Ian Hamilton's March","Winston Spencer Churchill","23568,23568,23568,23568,23508,21884"
14000,"Ten Months in the Field with the Boers",Anonymous,"5852,5852,23597,23613,23613,23613,23568,23613,23613"
14001,"The Quarterly of the Oregon Historical Society, Vol. IV",Various,"22849,239,22977,239,22197,22841,22841,22841,22823,239,22841,22849,22841,22841,22841,22841,22841,22720,239,22849,22849,22841,239,20430,22977,22849,22841,20430,239,20430,239,22720,239,20430,20430,239,22455,20357,239,239,239,239,239,22823,239,20321,22841,239,22849,22942,22841,22720,22977,22720,22841,22841,22841,22841,22841,22841,22841,22977,239,22977,22841,22977,22977,22977,22977,22977,22977,22977,22818,22977,22977,22818,22977,22849,239,22977,22977,22849,22849,22849,22849,22977,22825,22977,22841,22841,22841,22841,22841,22720,20495,22977,22977,22977,22720,22720,22720,22720,22720,22720,22720,22977,22720,22977,22720,22977,22977,22648,22977,22977,22977,21921,239,239,239,239,239,239,239,239,4045,4045,4045,15646,5972,239,21190,15664,1169,239,21921,21921,239,239,239,239,239,239,239,239,236,239,20357,239,22455,239,239,20577,22841,22841,22841,22720,2515,22977,22977,22720,22841,21196,22720,22841,239,22977,22841,22977,239,22977,22977,239,22849,22849,22849,22977,22977,20078,22841,22841,22977,22977,2"
14002,Reynolds,"S. L. (Samuel Levy) Bensusan",15135
14003,"Our Girls","Dio Lewis","21853,21521"
14004,"A Layman's Life of Jesus","Samuel H. M. Byers",21192
14005,Picture-Work,"Walter L. (Walter Lowrie) Hervey",21921
14006,"Dorothy Wordsworth","Edmund Lee",65
14007,"Seven Legs Across the Seas","Samuel Murray","191,2490,23650,191,21936,23650,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,23511,23511,21300,21300,23650,23650,23650,23650,23650,23650,2490,23650,23650,23650,23650,519,23568,191,2490,20976,23650,239,20976,20976,5852,5852,21921,23650,22455,239,239,191,191,23650,239,23568,23568,239,239,21936,21936,5972,239,239,239,22888,21921,21921,21921"
14008,"The Mystery of the Lost Dauphin","Emilia Pardo Baz�n","15879,1571,6970"
14009,"Mafeking: A Diary of a Siege","F. D. Baillie","23613,23613,23613"
14010,"The Young Continentals at Bunker Hill","John T. McIntyre","21359,21359,21359,21359"
14011,"Wheat and Huckleberries","Charlotte Marion (White) Vaile","20430,20097"
14012,"Club Life of London, Volume II (of 2)","John Timbs",1571
14013,"The Bible and Life","Edwin Holt Hughes","20301,21651,21651,21651,21651,21651"
14014,"South Africa and the Boer-British War, Volume I","J. Castell Hopkins","23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23508,23568,23613,23613,23613,23613,23508,23568,23613,21006,23613,23613,23613,23613,8334,23613,23613,23613,23613,23613,23613,23613,23613,2516,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23613,23574,23613,23613,21300,21300,23613,23613,23613,21300,23613,23613,8334,23613,23613,23613,23613,23574,23613,23613,21740,23613,21740,152,23613,23613,23613,23613,23613,23613,23613"
14015,"The House Opposite","Elizabeth Kent","21921,20681"
14016,"A Little Girl in Old St. Louis","Amanda Minnie Douglas","20430,20430,22942,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,8325,20430,20430,20891,22171,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20891,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430,20430"
14017,"Memoirs of a Veteran Who Served as a Private in the 60's in the War Between the States","Isaac Hermann","20430,21936,20430,20430"
14018,"Tales from the X-bar Horse Camp","Will C. Barnes","239,22455,239,239,1601,1601,1601,1601,1601,1601,1601,239"
14019,"In Search of El Dorado","Alexander MacDonald","19983,19983,19983,19983,239,19983,19983,239,19983,19983,19983,19983,19983,19983,19983,19983,19983,15565,8334,8334,19983"
14020,"The History of Painting in Italy, Volume VI (of 6)","Luigi Antonio Lanzi",2869
14021,"Langford of the Three Bars","Kate Boyles","23459,21205,21205,22151,22151,21205,21205,22907,20373,23459"
14022,"Pistol and Revolver Shooting","A. L. A. Himmelwright","239,239,239,239,239,239,239,239,21921,239,21921,21149,21726,21149,21149,21921,239,239,239,239,239,239"
14023,"Motor Boat Boys Among the Florida Keys","Louis Arundel","20430,20430,20104,20072,20104,20104,20104,20097,20430,20430,20430,20430,20430"
14024,"The Divine Comedy of Dante Alighieri","Dante Alighieri","21747,2538"
14025,"The Progress of Invention in the Nineteenth Century.","Edward W. Byrn","21921,239,20430,21921,20489,20430,20097,239,21921,2490,21726,239,2490,21149,5852,21921,21921,20430,21921,239,21921,21921"
14026,"Rose Clark","Fanny Fern","20430,20430,20430,20430,20430,20430,20430,20430"
14027,Leadwork,"W. R. Lethaby","505,505,505,505,7739"
14028,"Curiosities of Olden Times","S. Baring-Gould","6981,20184,22743,1405"
