id,title,author
15899,"Linda Carlton's Island Adventure","Edith Lavell"
15900,"The Wonder of War on Land","Francis Rolt-Wheeler"
15901,"Letters of John Calvin, Volume II (of 4)","Jules Bonnet"
15902,"The Mormon Doctrine of Deity","B. H. Roberts"
15903,"The Two First Centuries of Florentine History","Pasquale Villari"
15904,"The History of the Revolutions of Portugal","Abbe Vertot"
15905,"Charles Sumner; his complete works; Volume 2 (of 20)","Charles Sumner"
15906,"Uncle Sam Detective","William Atherton Du Puy"
15907,"Bowery Life","Chuck Connors"
15908,"What is Christian Science?","M. M. Mangasarian"
15909,"The Story of My Mind","M. M. Mangasarian"
15910,"The Sky Trail","Graham M. Dean"
15911,"Daring Wings","Graham M. Dean"
15912,"Bats in the Wall","P. T. Raymond"
15913,"Airplane Boys in the Black Woods","E. J. (Edith Janice) Craine"
15914,"Insect Architecture","James Rennie"
15915,"History of the Union Jack and Flags of the Empire","Barlow Cumberland"
15916,"The University of Hard Knocks","Ralph Parlette"
15917,"Fighting France","Edith Wharton"
15918,"How the Other Half Lives","Jacob A. Riis"
15919,"Roster and Statistical Record of Company D, of the Eleventh Regiment Maine Infantry Volunteers","Albert Maxfield and Robert Brady"
15920,"The Mission to Siam, and Hue the Capital of Cochin China, in the Years 1821-2","George Finlayson"
15921,"Europe Revised","Irvin S. Cobb"
15922,"The Reign of the Manuscript","Perry Wayland Sinks"
15923,"The Four Corners in Japan","Amy Ella Blanchard"
15924,"Famous Authors (Men)","E. F. (Edward Francis) Harkins"
15925,"The Open Boat and Other Stories","Stephen Crane"
15926,"The Best Man","Harold MacGrath"
15927,"St. Elmo","Augusta J. Evans"
15928,"History of Julius Caesar Vol. 2 of 2","Napoleon III, Emperor of the French, 1808-1873."
15929,"Mesa Verde National Park",Anonymous
15930,"Little Fishers: and their Nets",Pansy
15931,"The Knickerbocker, Vol. 10, No. 6, December 1837",Various
15932,"The Christ Myth","Arthur Drews"
15933,"Eighteen Months in the War Zone","Kate John Finzi"
15934,"Dangerous Deeds","Frank Cobb"
15935,"Hal Kenyon Disappears","Gordon Stuart"
15936,"Percy Bysshe Shelley","John Addington Symonds"
15937,"Pappina, the Little Wanderer","Katherine Wallace Davis"
15938,"The History of the Fifty-ninth Regiment Illinois Volunteers","David Lathrop"
15939,"The Pansy Magazine, February 1886",Various
15940,"On Old-World Highways","Thomas Dowler Murphy"
15941,"Out with Garibaldi","G. A. Henty"
15942,"Betty's Happy Year","Carolyn Wells"
15943,"Woman, Church & State","Matilda Joslyn Gage"
15944,"The Story of the Nations: Portugal","H. Morse Stephens"
15945,"Scapa and a Camera","C. W. Burrows"
15946,"Near the Top of the World","Nelle E. Moore"
15947,"Chronicles of England, Scotland and Ireland (3 of 6): England (4 of 9)","Raphael Holinshed"
15948,"The Insect World","Louis Figuier"
15949,"Journal of Entomology and Zoology, Vol. 11. No. 1.",Various
15950,"Love and the Ironmonger","F. J. (Frederick John) Randall"
15951,"The Four Corners","Amy Ella Blanchard"
15952,"Buffon's Natural History, Volume II (of 10)","Georges Louis Leclerc de Buffon"
15953,"Two Wars: An Autobiography of General Samuel G. French","Samuel Gibbs French"
15954,"The Lives of the Saints, Volume II (of 16): February","Sabine Baring-Gould"
15955,"Mr. Dide, His Vacation in Colorado","Lewis B. France"
15956,"The History of the Confederate War, Its Causes and Its Conduct, Volume I (of 2)","George Cary Eggleston"
15957,"Little Pilgrimages Among the Men Who Have Written Famous Books","E. F. (Edward Francis) Harkins"
15958,"Don Winslow of the Navy","Frank V. Martinek"
15959,"Our Little Czecho-Slovak Cousin","Clara Vostrovsky Winlow"
15960,"Redskin and Cow-Boy","G. A. (George Alfred) Henty"
15961,"Deadwood Dick Jr. Branded","Ed. L. Wheeler"
15962,"History of the Prophet Joseph by His Mother","Lucy Smith"
15963,"South America To-day","Georges Clemenceau"
15964,"The Old Maids' Club","Israel Zangwill"
15965,"The Knickerbocker, Vol. 10, No. 1, July 1837",Various
15966,"The Story of the Munsters","Mrs Victor Rickard"
15967,"History of Company K of the 140th Regiment Pennsylvania Volunteers (1862-'65)","Benjamin F. Powelson and Alexander Sweeney"
15968,"Wings Over the Rockies","Ambrose Newcomb"
15969,"The Sky Pilot's Great Chase","Ambrose Newcomb"
15970,"Bird Guide: Land Birds East of the Rockies","Chester A. (Chester Albert) Reed"
15971,"Twelve Years a Slave","Solomon Northup"
15972,"Myths of the Cherokee","James Mooney"
15973,"Charles Sumner; His Complete Works, Volume III (of 20)","Charles Sumner"
15974,Beggars,"W. H. (William Henry) Davies"
15975,Japan,Various
15976,"Punch, or the London Charivari, Volume 107, October 6, 1894",Various
15977,"Mildred and Elsie","Martha Finley"
15978,"Jack Ballington, Forester","John Trotwood Moore"
15979,"The Ancient Cities of the New World","Désiré Charnay"
15980,"Life and adventures of Frank and Jesse James","J. A. Dacus"
15981,"Pioneer Life Among the Loyalists in Upper Canada","W. S. Herrington"
15982,"Nan of the Gypsies","Grace May North"
15983,"The Boy Scouts Along the Susquehanna","Herbert Carter"
15984,Myth-Land,"F. Edward Hulme"
15985,"Flying the Coast Skyways","Ambrose Newcomb"
15986,"Gray youth","Oliver Onions"
15987,"The Wonder-Child","Ethel Turner"
15988,"My Mamie Rose","Owen Kildare"
15989,"Blackwood's Edinburgh Magazine, Vol. 68, No 422, December 1850",Various
15990,"Friendship and Folly","Maria Louise Pool"
15991,"The adventures of Kimble Bent","James Cowan"
15992,"The Arrival of Jimpson","Ralph Henry Barbour"
15993,"Jack the Young Trapper","George Bird Grinnell"
15994,"The Mystery of Space","Robert T. Browne"
15995,"Blackwood's Edinburgh Magazine, Volume 66, No. 408, January 1849",Various
15996,"Blackwood's Edinburgh Magazine, Volume 69, No. 423, January 1851",Various
15997,"The Last American Frontier","Frederic L. (Frederic Logan) Paxson"
15998,"The Price She Paid","David Graham Phillips"
15999,"Mr. Punch on the Continong",Various
16000,"Christianity and Problems of To-day: Lectures Delivered Before Lake Forest College on the Foundation of the Late William Bross","John Huston Finley"
16001,"Water Supply: the Present Practice of Sinking and Boring Wells","Ernest Spon"
16002,"The Overland Guide-book","James Barber"
16003,"Spring notes from Tennessee","Bradford Torrey"
16004,"A Leisurely Tour in England","James John Hissey"
16005,"Practical Cinematography and Its Applications","Frederick Arthur Ambrose Talbot"
16006,"Uncle Sam","Albert Mathews"
16007,"The Blocking of Zeebrugge","Alfred F. B. Carpenter"
16008,Arundel,"Edward Frederic Benson"
16009,"By order of the company","Mary Johnston"
16010,"Myths & Legends of Japan","F. Hadland (Frederick Hadland) Davis"
16011,"Buffon's Natural History. Volume V (of 10)","Georges Louis Leclerc de Buffon"
16012,"Buffon's Natural History. Volume VI (of 10)","Georges Louis Leclerc de Buffon"
16013,"Some Persons Unknown","E. W. Hornung"
16014,"Famous Men and Great Events of the Nineteenth Century","Charles Morris"
16015,"Transactions of the American Society of Civil Engineers, Vol. LXX, December, 1910","American Society of Civil Engineers"
16016,"A Popular Handbook to the National Gallery, Volume I, Foreign Schools",Various
16017,"The Boy Scouts of Lakeville High","Leslie W. Quirk"
16018,"Contributions From the Museum of History and Technology","Ivor Noel Hume"
16019,"Joan of Arc","Laura E. Richards"
16020,"Catalogue of the Gallery of Art of The New York Historical Society",anonymous
16021,"The Heart of the Wild","S. L. (Samuel Levy) Bensusan"
16022,"A Change of Air","Anthony Hope"
16023,"Our Little Brazilian Cousin","Mary F. Nixon-Roulet"
16024,London,"Walter Besant"
16025,"Papers and Proceedings of the Thirty-fourth Annual Meeting of the American Library Association Held at Ottawa, Canada June 26-July 2, 1912",Various
16026,"A Source Book in American History to 1787",Various
16027,"The I.W.W.","Paul Frederick Brissenden"
16028,"Society, Manners and Politics in the United States","Michael Chevalier"
16029,"Games and Songs of American Children",Various
16030,"The New England Historical & Genealogical Register, Vol. I., No. 2, April 1847",Various
16031,"Harper's New Monthly Magazine, Vol. V, No. XXV, June, 1852",Various
16032,"Harper's New Monthly Magazine, Vol. V, No. XXIX., October, 1852",Various
16033,"In Byways of Scottish History","Louis A. Barb�"
16034,"The Tatler, Volume Two",Various
16035,"The International Magazine, Vol. IV. New-York, December 1, 1851. No. V.",Various
16036,"Chats on Old Clocks","Arthur Hayden"
16037,"Ralph Denham's Adventures in Burma","George Norway"
16038,"The Sky Detectives","Ambrose Newcomb"
16039,"Minstrelsy of the Scottish Border Volume III (of 3)","Walter Scott"
16040,"The Washington Historical Quarterly, Volume V, 1914",Various
16041,"The Little Brown Jug at Kildare","Meredith Nicholson"
16042,"New York Times Current History: The European War, Vol. 8, Pt. 2, No. 1, July 1918",Various
16043,"Their Majesties as I Knew Them","Xavier Paoli"
16044,"A Battle Fought on Snow Shoes","Mary Cochrane Rogers"
16045,"Winged Wheels in France","Michael Myers Shoemaker"
16046,"In Vanity Fair","Eleanor Hoyt Brainerd"
16047,"London's Heart","B. L. (Benjamin Leopold) Farjeon"
16048,"Momus Triamphans: or, the Plagiaries of the English Stage (1688[1687])","Gerard Langbaine"
16049,"A Select Collection of Old English Plays; Originally Published by Robert Dodsley in the Year 1744; Fourth Edition",Various
16050,"A Christmas Gift","N. P. Gravengaard"
16051,"The Golden Book of the Dutch Navigators","Hendrik Willem van Loon"
16052,"The House of Defence v. 2","E. F. Benson"
16053,"Elsie and Her Namesakes","Martha Finley"
16054,"Early English Dramatists--Recently Recovered 'Lost' Tudor Plays with some others",Various
16055,"The Thrall of Leif the Lucky","Ottilie A. Liljencrantz"
16056,"Over Periscope Pond","Esther Sayles Root and Marjorie Crocker"
16057,"The Great Pestilence (A.D. 1348-9)","Francis Aidan Gasquet"
16058,"The House on the Moor, v. 1/3","Mrs. Oliphant"
16059,"The House on the Moor, v. 2/3","Mrs. Oliphant"
16060,"Buffon's Natural History. Volume VIII (of 10)","Georges Louis Leclerc de Buffon"
16061,"The Aeroplane","Claude Grahame-White and Harry Harper"
16062,"Ways of War and Peace","Delia Austrian"
16063,"Mont-Saint-Michel and Chartres","Henry Adams"
16064,"The Ocean Wireless Boys on War Swept Seas","Wilbur Lawton"
16065,"The Erratic Flame","Ysabel de Teresa"
16066,"The Writings of Thomas Jefferson, Vol. I (of 9)","Thomas Jefferson"
16067,"Ten Thousand Wonderful Things","Edmund Fillingham King"
16068,"God's Country--And the Woman","James Oliver Curwood"
16069,Theism,"Robert Flint"
16070,"Legends of the City of Mexico","Thomas A. Janvier"
16071,"The Lenape Stone","H. C. Mercer"
16072,Patranas,"R. H. Busk"
16073,"The 116th Battalion in France","E. P. S. Allen"
16074,"Through Arctic Lapland","Cutcliffe Hyne"
16075,"The Young Housekeeper's Friend","Mrs. (Mary Hooker) Cornelius"
16076,"The Spider's Web","Reginald Wright Kauffman"
16077,"Buffon's Natural History. Volume IX (of 10)","Georges Louis Leclerc de Buffon"
16078,"Finger Posts on the Way of Life","T. S. Arthur"
16079,"Gold, Gold, in Cariboo!","Clive Phillipps-Wolley"
16080,"A Fleet in Being","Rudyard Kipling"
16081,"Pretty Geraldine, the New York Salesgirl","Mrs. Alex. McVeigh Miller"
16082,"Reptiles and Birds","Louis Figuier"
16083,"The 'Ayesha' being the adventures of the landing squad of the 'Emden'","Hellmuth von Muecke"
16084,"The Allen House","T. S. Arthur"
16085,"English Coast Defences","George Clinch"
16086,"Homes and haunts of the most eminent British poets, Vol. II (of 2)","William Howitt"
16087,"Scott's Lady of the Lake","Walter Scott"
16088,"William Gilbert, and Terrestial Magnetism in the Time of Queen Elizabeth","Silvanus P. Thompson"
16089,"Soldiering in North Carolina","Thomas Kirwan"
16090,"The Road to the Open","Arthur Schnitzler"
16091,"The Thread of Flame","Basil King"
16092,"Studies of Travel: Italy","Edward A. Freeman"
16093,"Record of Medals of Honor issued to the officers and enlisted men of the United States Navy, Marine Corps and Coast Guard, 1862-1923","U.S. Bureau of Naval Personnel"
16094,"The Cathedral Towns and Intervening Places of England, Ireland and Scotland:","Thomas W. Silloway"
16095,"After a Shadow, and Other Stories","T. S. Arthur"
16096,"On Foreign Service","T. T. Jeans"
16097,"Origin of Cultivated Plants","Alphonse De Candolle"
16098,"Western Bird Guide","Chester A. (Chester Albert) Reed, Harry F. Harvey, and Rex I."
16099,Grif,"B. L. (Benjamin Leopold) Farjeon"
16100,"Cast Adrift","T. S. Arthur"
16101,"Very Woman","Remy de Gourmont"
16102,"The Voyage of the Deutschland","Paul K�nig"
16103,"McClure's Magazine, Vol. XXXI, September 1908, No. 5",Various
16104,"An American Girl in London","Sara Jeannette Duncan"
16105,"Bulldog Carney","W. A. Fraser"
16106,"Secrets of the Late Rebellion","J. R. Freese"
16107,"The Romance of Plant Life","G. F. Scott Elliot"
16108,"Romances of Old Japan","Yei Theodora Ozaki"
16109,"The History of the 51st (Highland) Division 1914-1918","Frederick William Bewsher"
16110,"Appletons' Popular Science Monthly, August 1899",Various
16111,"Reliques of Ancient English Poetry, Volume I (of 3)","Thomas Percy"
16112,"Reliques of Ancient English Poetry, Volume II (of 3)","Thomas Percy"
16113,"Reliques of Ancient English Poetry, Volume III (of 3)","Thomas Percy"
16114,"Elsie Yachting with the Raymonds","Martha Finley"
16115,"Ten years in the ranks, U.S. army","Augustus Meyers"
16116,"Heart-Histories and Life-Pictures","T. S. Arthur"
16117,"Ancient Society","Lewis Henry Morgan"
16118,Monk,"Julian Corbett"
16119,"Charles Sumner; his Complete Works, v. 4-20","Charles Sumner"
16120,"Garden Pests in New Zealand","D. Miller"
16121,"Open That Door!","Robert Sturgis Ingersoll"
16122,"A Naval Venture","T. T. Jeans"
16123,"South America Observations and Impressions","James Bryce"
16124,"The Organism as a Whole","Jacques Loeb"
16125,"Mildred at Home","Martha Finley"
16126,"Day and Night Stories","Algernon Blackwood"
16127,"Eclectic School Readings: Stories from Life","Orison Swett Marden"
16128,"Italian Alps","Douglas William Freshfield"
16129,"Trackers of the Fog Pack","Ambrose Newcomb"
16130,"Ken Ward in the Jungle","Zane Grey"
16131,"The Grapes of New York","U. P. Hedrick"
16132,"Rowlandson the Caricaturist. First Volume","Joseph Grego"
16133,"Rowlandson the Caricaturist. Second Volume","Joseph Grego"
16134,"To Nuremberg and Back","Amy Neally"
16135,"Grace Harlowe's Overland Riders in the High Sierras","Jessie Graham Flower"
16136,"The Small House at Allington","Anthony Trollope"
16137,"The Boy Aviators on Secret Service","Wilbur Lawton"
16138,"Bohemia under Hapsburg Misrule",Various
16139,"Our Little Porto Rican Cousin","Mary Hazelton Wade"
16140,"Louis Spohr's Autobiography","Louis Spohr"
16141,"Peru in the Guano Age","Alexander James Duffield"
16142,"A Christmas Carol","Charles Dickens"
16143,"A Hazard Of New Fortunes","William Dean Howells"
16144,"A Parody on Iolanthe","D. Dalziel"
16145,"Motor tours in Yorkshire","Mrs. Rodolph Stawell"
16146,"Neighbors Unknown","Charles G. D. Roberts"
16147,"Our Young Aeroplane Scouts in Russia","Horace Porter"
16148,"The Room with the Tassels","Carolyn Wells"
16149,"The Privy Purse Expenses of King Henry VIII from November MDXXIX, to December MDXXXII","Nicholas Harris Nicolas"
16150,"Elsie's Journey on Inland Waters","Martha Finley"
16151,"The Moving Picture Boys and the Flood","Victor Appleton"
16152,"Famous American Belles of the Nineteenth Century","Virginia Tatnall Peacock"
16153,"The Finished Mystery","Charles Taze Russell"
16154,"Indian Birds","Douglas Dewar"
16155,"Loyola and the Educational System of the Jesuits","Thomas Hughes"
16156,"Capitals of the Northlands","Ian C. Hannah"
16157,"The Gayton Scholarship","Hebert Hayens"
16158,"The Garden of Swords","Max Pemberton"
16159,"Charities and the Commons: The Pittsburgh Survey, Part II: The Place",Various
16160,"Virginia's Attitude Toward Slavery and Secession","Beverley B. Munford"
16161,"Leaves from My Journal","Wilford Woodruff"
16162,"Charities and the Commons: The Pittsburgh Survey, Part I: The People",Various
16163,"Vitus Bering: the Discoverer of Bering Strait","Peter Lauridsen"
16164,Gibraltar,"Henry M. Field"
16165,Shinto,"W. G. (William George) Aston"
